『三四郎』夏目漱石,En_text,Happy,Angry,Surprise,Sad,Fear
"も講義の筆記も双方ともに関係がわからなくなった。
ただ与次郎の文章が一句だけはっきり頭にはいった。","I could no longer make out the relationship between Yojiro's writing and his lectures.
However, one sentence of Yojiro's clearly stuck in my mind.",0.0,0.0,0.33,0.33,0.33
"「自然は宝石を作るに幾年の星霜を費やしたか。またこの宝石が採掘の運にあうまでに、幾年の星霜を静かに輝やいていたか」という句である。
その他は不得要領に終った。
その代りこの時間には stray sheep という字を一つも書かずにすんだ。","How many years did nature spend in the making of this jewel? How many years did it take for nature to create the gem, and how many years did it take for this gem to quietly shine before it met the luck of the miners?
The rest of the phrases were not satisfactory.
Instead, I did not write a single stray sheep word at this time.",0.29,0.14,0.0,0.14,0.43
講義が終るやいなや、与次郎は三四郎に向かって、,"As soon as the lecture was over, Yojiro turned to Sanshiro and said",0.0,0.0,1.0,0.0,0.0
"「どうだ」と聞いた。
じつはまだよく読まないと答えると、時間の経済を知らない男だといって非難した。
ぜひ読めという。","How's it going?"" he asked.
When I replied that I had not yet read it thoroughly, he accused me of being a man who did not know the economics of time.
He said I should definitely read it.",0.0,0.0,0.0,0.33,0.67
"三四郎は家へ帰ってぜひ読むと約束した。
やがて昼になった。
二人は連れ立って門を出た。","Sanshiro promised to go home and read it.
Soon it was noon.
The two left the gate together.",0.0,0.0,0.0,1.0,0.0
"「今晩出席するだろうな」と与次郎が西片町へはいる横町の角で立ち留まった。
今夜は同級生の懇親会がある。
三四郎は忘れていた。","Yojiro stopped at the corner of Yokomachi on the way to Nishikatamachi and said, ""I'm sure you'll be there tonight.
There is a get-together of classmates tonight.
Sanshiro had forgotten.",0.0,1.0,0.0,0.0,0.0
ようやく思い出して、行くつもりだと答えると、与次郎は、,"When he finally remembered and replied that he was going, Yojiro",0.0,0.0,0.0,0.0,1.0
"「出るまえにちょっと誘ってくれ。君に話す事がある」と言う。
耳のうしろへペン軸をはさんでいる。
なんとなく得意である。","He says, ""Before you leave, ask me out for a minute. I have something to tell you.
He holds a pen barrel behind his ear.
He is somewhat good at this.",0,0,0,0,0
"三四郎は承知した。
下宿へ帰って、湯にはいって、いい心持ちになって上がってみると、机の上に絵はがきがある。
小川をかいて、草をもじゃもじゃはやして、その縁に羊を二匹寝かして、その向こう側に大きな男がステッキを持って立っているところを写したものである。
男の顔がはなはだ獰猛にできている。
まったく西洋の絵にある悪魔を模したもので、念のため、わきにちゃんとデビルと仮名が振ってある。","Sanshiro agreed.
He returned to his lodgings, took a bath, and when he got out of the bath, he found a picture postcard on his desk.
It was a picture of a creek, with grass growing in a thick layer, two sheep lying on the edge of the creek, and a large man standing on the other side of the creek with a walking stick.
The man's face is made to look extremely fierce.
It is a perfect imitation of the demons in Western paintings, with the name ""Devil"" written on the side, just in case.",0.0,0.14,0.14,0.43,0.29
"表は三四郎の宛名の下に、迷える子と小さく書いたばかりである。
三四郎は迷える子の何者かをすぐ悟った。
のみならず、はがきの裏に、迷える子を二匹書いて、その一匹をあんに自分に見立ててくれたのをはなはだうれしく思った。
迷える子のなかには、美禰子のみではない、自分ももとよりはいっていたのである。
それが美禰子のおもわくであったとみえる。","On the front, under Sanshiro's name, he had just written ""Lost Child"" in small letters.
Sanshiro immediately realized who the lost child was.
Not only that, but he was also very pleased that he had written two lost children on the back of the postcard, one of which he had likened to himself.
Not only Mineko, but also himself, was among the lost children.
It seems that this was the reason for her concern.",0.0,0.0,0.0,1.0,0.0
美禰子の使った stray sheep の意味がこれでようやくはっきりした。,This finally clarifies the meaning of stray sheep used by Mineko.,0.0,0.0,0.0,0.0,1.0
与次郎に約束した「偉大なる暗闇」,"The ""great darkness"" promised to Yojiro.",0.5,0.0,0.0,0.5,0.0
"を読もうと思うが、ちょっと読む気にならない。
しきりに絵はがきをながめて考えた。
イソップにもないような滑稽趣味がある。
無邪気にもみえる。
洒落でもある。","I thought about reading the ""Mere Old Man"", but I was a bit reluctant to do so.
I thought about it as I constantly looked at the postcards.
It has a sense of humor that Aesop never had.
It looks innocent.
It is also a pun.",0.0,0.0,0.0,1.0,0.0
"そうしてすべての下に、三四郎の心を動かすあるものがある。
手ぎわからいっても敬服の至りである。
諸事明瞭にでき上がっている。
よし子のかいた柿の木の比ではない。
――と三四郎には思われた。","Underneath it all, there was something that moved Sanshiro.
I am in awe of his skill.
Everything is so clearly done.
This is nothing compared to the persimmon tree drawn by Yoshiko.
--Sanshiro thought, ""This is a very good tree.",0.0,0.0,0.5,0.0,0.5
しばらくしてから、三四郎はようやく「偉大なる暗闇」,"A short time later, Sanshiro finally ""The Great Darkness.""",0.33,0.33,0.0,0.0,0.33
"を読みだした。
じつはふわふわして読みだしたのであるが、二、三ページくると、次第に釣り込まれるように気が乗ってきて、知らず知らずのまに、五ページ六ページと進んで、ついに二十七ページの長論文を苦もなく片づけた。
最後の一句を読了した時、はじめてこれでしまいだなと気がついた。
目を雑誌から離して、ああ読んだなと思った。
しかし次の瞬間に、何を読んだかと考えてみると、なんにもない。","I started reading the book, ""The World's Most Beautiful Books"" (Japanese only).
I started reading the book with a feeling of uncertainty, but after two or three pages, I gradually felt as if I was being pulled into the book, and without realizing it, I moved on to the next five or six pages, finally completing the 27-page long essay without difficulty.
When I finished reading the last sentence, I realized for the first time that I was finished.
I took my eyes off the magazine and thought, ""Ah, I have read it.
But the next moment, when I thought about what I had read, there was nothing.",0.14,0.0,0.0,0.14,0.71
"おかしいくらいなんにもない。
ただ大いにかつ盛んに読んだ気がする。
三四郎は与次郎の技倆に感服した。
論文は現今の文学者の攻撃に始まって、広田先生の賛辞に終っている。
ことに文学文科の西洋人を手痛く罵倒している。","There is nothing strange about it.
I just felt like I was reading a lot and reading a lot.
Sanshiro was impressed by Yojiro's skill.
The article began with an attack on current literary scholars and ended with a praise of Dr. Hirota.
In particular, he harshly criticized Westerners in the literature and literature department.",0.17,0.0,0.0,0.5,0.33
"はやく適当の日本人を招聘して、大学相当の講義を開かなくっては、学問の最高府たる大学も昔の寺子屋同然のありさまになって、煉瓦石のミイラと選ぶところがないようになる。
もっとも人がなければしかたがないが、ここに広田先生がある。
先生は十年一日のごとく高等学校に教鞭を執って薄給と無名に甘んじている。
しかし真正の学者である。
学海の新気運に貢献して、日本の活社会と交渉のある教授を担任すべき人物である。","If we do not invite appropriate Japanese people to give lectures equivalent to those of universities soon, the universities, which are the highest institutions of learning, will become like the old terakoya (temple school), and there will be nothing to choose from but brick and stone mummies.
Without people, there is nothing to do, but here we have Dr. Hirota.
He has been teaching at a high school for ten years and a day, and has been living on a meager salary and a low reputation.
However, he is a true scholar.
He is a man who should contribute to the new momentum of the academic world and take on the role of a professor who can negotiate with the active society of Japan.",0.22,0.0,0.11,0.22,0.44
――せんじ詰めるとこれだけであるが、そのこれだけが、非常にもっともらしい口吻と燦爛たる警句とによって前後二十七ページに延長している。,"--This is all there is to it, but this is all there is to it, and it is extended over the next twenty-seven pages with a very plausible proboscis and brilliant exhortations.",1.0,0.0,0.0,0.0,0.0
"その中には「禿を自慢するものは老人に限る」とか「ヴィーナスは波から生まれたが、活眼の士は大学から生まれない」とか「博士を学界の名産と心得るのは、海月を田子の浦の名産と考えるようなものだ」とかいろいろおもしろい句がたくさんある。
しかしそれよりほかになんにもない。
ことに妙なのは、広田先生を偉大なる暗闇にたとえたついでに、ほかの学者を丸行燈に比較して、たかだか方二尺ぐらいの所をぼんやり照らすにすぎないなどと、自分が広田から言われたとおりを書いている。","There are many interesting phrases in the book, such as ""Only an old man can boast of his baldness,"" ""Venus is born from the waves, but a man with a keen eye is not born from a university,"" and ""To think of a doctor as a specialty of the academic world is like thinking of a sea moon as a specialty of Tago no ura.
But there is nothing more to it than that.
What is particularly strange is that, while comparing Dr. Hirota to the great darkness, he compares other scholars to round and lanterns, which only dimly illuminate a spot about two feet in one direction, just as Hirota himself had told him.",0.22,0.0,0.11,0.33,0.33
"そうして、丸行燈だの雁首などはすべて旧時代の遺物で我々青年にはまったく無用であると、このあいだのとおりわざわざ断わってある。
よく考えてみると、与次郎の論文には活気がある。
いかにも自分一人で新日本を代表しているようであるから、読んでいるうちは、ついその気になる。
けれどもまったく実がない。
根拠地のない戦争のようなものである。","As I have already mentioned, he has gone to great lengths to specify that round andon lanterns and goose necks are relics of the old days and are completely useless to us young people.
If you think about it, Yojiro's paper is very lively.
It seems as if he is representing the New Japan by himself, and while reading it, one is tempted to agree with him.
However, they are completely lacking in substance.
It is like a war with no basis.",0.6,0.0,0.0,0.0,0.4
"のみならず悪く解釈すると、政略的の意味もあるかもしれない書き方である。
いなか者の三四郎にはてっきりそこと気取ることはできなかったが、ただ読んだあとで、自分の心を探ってみてどこかに不満足があるように覚えた。
また美禰子の絵はがきを取って、二匹の羊と例の悪魔をながめだした。
するとこっちのほうは万事が快感である。
この快感につれてまえの不満足はますます著しくなった。","The way it was written could be interpreted as not only political but also, if interpreted badly, as strategic.
As a countryman, Sanshiro could not take it for granted, but after reading it, he searched his mind and found himself feeling dissatisfied with it.
He picked up Mineko's postcard again and started looking at the two sheep and the devil.
Everything was pleasurable for me.
This pleasure made his dissatisfaction even more pronounced.",0.29,0.0,0.29,0.43,0.0
"それで論文の事はそれぎり考えなくなった。
美禰子に返事をやろうと思う。
不幸にして絵がかけない。
文章にしようと思う。
文章ならこの絵はがきに匹敵する文句でなくってはいけない。","So I stopped thinking about the paper as much.
I would give a reply to Mineko.
Unfortunately, I cannot draw.
I decided to write a letter.
If it is a text, it has to be as good as this postcard.",0.0,0.0,0.0,0.25,0.75
"それは容易に思いつけない。
ぐずぐずしているうちに四時過ぎになった。
袴を着けて、与次郎を誘いに、西片町へ行く。
勝手口からはいると、茶の間に、広田先生が小さな食卓を控えて、晩食を食っていた。
そばに与次郎がかしこまってお給仕をしている。","It is not easy to come up with that.
It was past four o'clock as I lingered.
I put on my hakama and went to Nishikatamachi to invite Yojiro to join me.
When I entered through the kitchen door, I found Mr. Hirota sitting at a small table in the tea room, eating his evening meal.
Yojiro was serving him in a formal manner.",0.0,0.0,0.0,0.4,0.6
"「先生どうですか」と聞いている。
先生は何か堅いものをほおばったらしい。
食卓の上を見ると、袂時計ほどな大きさの、赤くって黒くって、焦げたものが十ばかり皿の中に並んでいる。","He asked, ""How is the teacher?""
The doctor seemed to have eaten something hard.
I looked at the table and saw a dozen plates of red, black, and burnt food the size of an embossed clock.",0.0,0.4,0.0,0.2,0.4
"三四郎は座に着いた。
礼をする。
先生は口をもがもがさせる。","Sanshiro took his seat.
He bowed.
Sensei wriggles his mouth.",0.0,0.0,0.0,1.0,0.0
"「おい君も一つ食ってみろ」と与次郎が箸で皿のものをつまんで出した。
掌へ載せてみると、馬鹿貝の剥身の干したのをつけ焼にしたのである。","Yojiro picked up something from the plate with his chopsticks and held it out.
I put it on my palm and found that it was a dried, flaked, and dipped baked piece of a mussel.",0.0,0.0,0.0,1.0,0.0
「妙なものを食うな」と聞くと、,"When I hear, ""Don't eat anything strange.""",0.0,0.0,0.0,0.0,1.0
「妙なものって、うまいぜ食ってみろ。これはね、ぼくがわざわざ先生にみやげに買ってきたんだ。先生はまだ、これを食ったことがないとおっしゃる」,"It's so good, you have to try it. I went out of my way to buy it as a souvenir for the teacher. He says he has never tasted it.",1.0,0.0,0.0,0.0,0.0
「どこから」,From where?,0,0,0,0,0
"「日本橋から」
三四郎はおかしくなった。
こういうところになると、さっきの論文の調子とは少し違う。","From Nihonbashi.""
Sanshiro went crazy.
When it came to these places, the tone of his paper was a little different from the tone of his earlier one.",0.0,0.0,0.0,0.0,1.0
「先生、どうです」,"""How are you doing, doctor?""",0,0,0,0,0
「堅いね」,That's hard.,0.0,1.0,0.0,0.0,0.0
「堅いけれどもうまいでしょう。よくかまなくっちゃいけません。かむと味が出る」,"It's tough, but it's good, isn't it? You have to chew it well. The flavor comes out when you chew.",0.0,0.0,0.0,0.0,1.0
「味が出るまでかんでいちゃ、歯が疲れてしまう。なんでこんな古風なものを買ってきたものかな」,"I'm not going to chew it until it tastes good, my teeth will get tired. I wonder why I bought such an old-fashioned one.""",0.5,0.0,0.5,0.0,0.0
「いけませんか。こりゃ、ことによると先生にはだめかもしれない。里見の美禰子さんならいいだろう」,"Is this a bad idea? I'm not sure if it would be good for the teacher. Maybe Mineko Satomi would be fine.""",1.0,0.0,0.0,0.0,0.0
「なぜ」と三四郎が聞いた。,"Why?"" asked Sanshiro.",0.0,0.0,0.0,0.0,1.0
「ああおちついていりゃ味の出るまできっとかんでるに違いない」,"""Oh, if he's calm, he must be chewing on it until he gets a taste.""",1.0,0.0,0.0,0.0,0.0
「あの女はおちついていて、乱暴だ」と広田が言った。,"She's calm and rough,"" Hirota said.",0.5,0.0,0.0,0.5,0.0
「ええ乱暴です。イブセンの女のようなところがある」,"'Yes, it's violent. There's something of the Ibsen woman in her.""",0,0,0,0,0
「イブセンの女は露骨だが、あの女は心が乱暴だ。もっとも乱暴といっても、普通の乱暴とは意味が違うが。野々宮の妹のほうが、ちょっと見ると乱暴のようで、やっぱり女らしい。妙なものだね」,"Ibsen's woman is blatant, but that woman is violent at heart. But violent does not mean the same thing as ordinary violent. Nonomiya's sister seems more violent at a glance, but she is still a woman. It's a strange thing, isn't it?",0.0,0.0,0.0,0.5,0.5
"「里見のは乱暴の内訌ですか」
三四郎は黙って二人の批評を聞いていた。
どっちの批評もふにおちない。","Is Satomi's a violent internal discord?""
Sanshiro listened to their criticisms in silence.
Neither of them was happy with the other's criticism.",0.5,0.0,0.5,0.0,0.0
"乱暴という言葉が、どうして美禰子の上に使えるか、それからが第一不思議であった。
与次郎はやがて、袴をはいて、改まって出て来て、","The first thing that puzzled me was how he could use the word ""violent"" to describe Mineko.
Yojiro came out of the room wearing hakama.",0.0,0.33,0.33,0.0,0.33
"「ちょっと行ってまいります」と言う。
先生は黙って茶を飲んでいる。
二人は表へ出た。","I'm going to go for a while,"" he says.
Sensei was drinking tea in silence.
They went outside.",0.0,0.0,1.0,0.0,0.0
"表はもう暗い。
門を離れて二、三間来ると、三四郎はすぐ話しかけた。","It was already dark outside.
When I left the gate and came a couple of steps away, Sanshiro immediately spoke to me.",0.0,0.33,0.0,0.33,0.33
「先生は里見のお嬢さんを乱暴だと言ったね」,"You said the doctor was rough on the Satomi girl.""",0.0,0.0,0.5,0.5,0.0
「うん。先生はかってな事をいう人だから、時と場合によるとなんでも言う。第一先生が女を評するのが滑稽だ。先生の女における知識はおそらく零だろう。ラッブをしたことがないものに女がわかるものか」,"Yes,"" he said. He is a man who says whatever he wants to say, depending on the occasion. First of all, it is funny for him to comment on women. His knowledge of women is probably zero. He has never been in love with a woman.",0.33,0.0,0.33,0.0,0.33
「先生はそれでいいとして、君は先生の説に賛成したじゃないか」,"He said, ""Well, that's fine, but you agreed with his theory.""",1.0,0.0,0.0,0.0,0.0
「うん乱暴だと言った。なぜ」,"I said, ""Yeah, it's violent. Why?""",0,0,0,0,0
「どういうところを乱暴というのか」,"What kind of a place is violent?""",0.5,0.0,0.0,0.0,0.5
「どういうところも、こういうところもありゃしない。現代の女性はみんな乱暴にきまっている。あの女ばかりじゃない」,There is no such thing as this. All women today are violent. Not all of them are like that.,0,0,0,0,0
「君はあの人をイブセンの人物に似ていると言ったじゃないか」,You said he looked like someone from Ibsen.,0,0,0,0,0
「言った」,"I told you.""",0.0,0.0,0.0,1.0,0.0
「イブセンのだれに似ているつもりなのか」,"Who do you think you resemble in Ibsen?""",0,0,0,0,0
"「だれって……似ているよ」
三四郎はむろん納得しない。
しかし追窮もしない。","Who is that? He looks like .......""
Sanshiro, of course, was not convinced.
But he was not satisfied either.",0,0,0,0,0
"黙って一間ばかり歩いた。
すると突然与次郎がこう言った。","I walked for about a kilometer without saying a word.
Suddenly, Yojiro said, ""I'm sorry.",0.0,0.5,0.0,0.5,0.0
「イブセンの人物に似ているのは里見のお嬢さんばかりじゃない。今の一般の女性はみんな似ている。女性ばかりじゃない。いやしくも新しい空気に触れた男はみんなイブセンの人物に似たところがある。ただ男も女もイブセンのように自由行動を取らないだけだ。腹のなかではたいていかぶれている」,It's not just Satomi's daughter who resembles the Ibsen figure. All ordinary women today look like her. Not only women. Every man who has come into contact with a new atmosphere is like Ibsen's character. It is just that men and women do not act freely like Ibsen. They usually have a rash in their stomachs.,0.0,0.0,0.0,0.0,1.0
「ぼくはあんまり、かぶれていない」,I don't have much of a rash.,0.0,0.0,0.0,0.5,0.5
「いないとみずから欺いているのだ。――どんな社会だって陥欠のない社会はあるまい」,No society is free from deprivation. --No society is without its own flaws.,1.0,0.0,0.0,0.0,0.0
「それはないだろう」,"That's not going to happen.""",0,0,0,0,0
「ないとすれば、そのなかに生息している動物はどこかに不足を感じるわけだ。イブセンの人物は、現代社会制度の陥欠をもっとも明らかに感じたものだ。我々もおいおいああなってくる」,"If not, then the animals that inhabit them feel a lack somewhere. Ibsen's character is the one who most clearly senses the lack of a modern social system. We will soon be like that.",0.0,0.0,0.0,0.0,1.0
「君はそう思うか」,"""You think so?""",0,0,0,0,0
「ぼくばかりじゃない。具眼の士はみんなそう思っている」,I'm not the only one. All Gugan people feel the same way.,0,0,0,0,0
「君の家の先生もそんな考えか」,"Is that what the teacher at your house thinks?""",0.0,0.0,1.0,0.0,0.0
「うちの先生？先生はわからない」,"""Our teacher? I don't know my teacher.""",0.0,0.0,0.0,1.0,0.0
「だって、さっき里見さんを評して、おちついていて乱暴だと言ったじゃないか。それを解釈してみると、周囲に調和していけるから、おちついていられるので、どこかに不足があるから、底のほうが乱暴だという意味じゃないのか」,"You said earlier that Mr. Satomi is calm and violent. If I interpret that, it means that since he is able to harmonize with his surroundings, he is able to stay calm, and since there is a deficiency somewhere, it means that he is more violent at the bottom.",0.67,0.33,0.0,0.0,0.0
"「なるほど。――先生は偉いところがあるよ。ああいうところへゆくとやっぱり偉い」
と与次郎は急に広田先生をほめだした。
三四郎は美禰子の性格についてもう少し議論の歩を進めたかったのだが、与次郎のこの一言でまったくはぐらかされてしまった。","I see. --I see. He is a great man when he goes to a place like that.
Yojiro suddenly started praising Dr. Hirota.
Sanshiro wanted to go a little further in his discussion of Mineko's character, but he was completely sidetracked by this comment from Yojiro.",0.33,0.0,0.0,0.0,0.67
すると与次郎が言った。,Then Yojiro said.,0,0,0,0,0
「じつはきょう君に用があると言ったのはね。――うん、それよりまえに、君あの偉大なる暗闇を読んだか。あれを読んでおかないとぼくの用事が頭へはいりにくい」,"I actually said I wanted to see you today. --Before that, have you read The Great Darkness? If you haven't read it, it will be hard for you to remember what I have to do.",0.5,0.5,0.0,0.0,0.0
「きょうあれから家へ帰って読んだ」,I went home today and read it.,0.0,0.0,0.0,1.0,0.0
「どうだ」,How's it going?,0,0,0,0,0
「先生はなんと言った」,"What did the doctor say?""",0,0,0,0,0
「先生は読むものかね。まるで知りゃしない」,I don't know if teachers read. He doesn't even know what he's talking about.,0.0,0.0,0.0,1.0,0.0
「そうさな。おもしろいことはおもしろいが、――なんだか腹のたしにならないビールを飲んだようだね」,"I guess so. ""Yes, it's interesting, but I feel like I've had a beer that didn't fill me up.",0.33,0.0,0.33,0.0,0.33
"「それでたくさんだ。読んで景気がつきさえすればいい。だから匿名にしてある。どうせ今は準備時代だ。こうしておいて、ちょうどいい時分に、本名を名乗って出る。――それはそれとして、さっきの用事を話しておこう」
与次郎の用事というのはこうである。
――今夜の会で自分たちの科の不振の事をしきりに慨嘆するから、三四郎もいっしょに慨嘆しなくってはいけないんだそうだ。","That's enough. I'm happy as long as it's readable and gets the economy going. That's why I've kept it anonymous. This is the age of preparation anyway. I'll leave it like this, and just in time, I'll come out under my real name. --But I'll tell you what I wanted to talk to you about earlier.
Yojiro's business was this.
--He said that since they had been lamenting about the poor performance of their department at tonight's meeting, Sanshiro had to lament together with them.",0.12,0.12,0.12,0.12,0.5
"不振は事実であるからほかの者も慨嘆するにきまっている。
それから、おおぜいいっしょに挽回策を講ずることとなる。
なにしろ適当な日本人を一人大学に入れるのが急務だと言い出す。
みんなが賛成する。
当然だから賛成するのはむろんだ。","The others would be upset because the slump was real.
Then, all of them began to work together to find a way to recover from the situation.
They all agreed that it was imperative to get a suitable Japanese person into the university.
Everyone agrees.
Of course they agree, of course they agree.",0.0,0.0,0.2,0.2,0.6
"次にだれがよかろうという相談に移る。
その時広田先生の名を持ち出す。
その時三四郎は与次郎に口を添えて極力先生を賞賛しろという話である。
そうしないと、与次郎が広田の食客だということを知っている者が疑いを起こさないともかぎらない。
自分は現に食客なんだから、どう思われてもかまわないが、万一煩いが広田先生に及ぶようではすまんことになる。","Next, he asks for advice on who would be a good choice.
At that time, the name of Mr. Hirota was brought up.
At that time, Sanshiro told Yojiro that he should praise him as much as possible.
If he did not do so, he could not be sure that those who knew that Yojiro was a client of Hirota would not be suspicious.
Since he was actually a client, he did not care what anyone thought of him, but it would be a shame if any trouble came to Dr. Hirota's attention.",0.0,0.25,0.0,0.5,0.25
"もっともほかに同志が三、四人はいるから、大丈夫だが、一人でも味方は多いほうが便利だから、三四郎もなるべくしゃべるにしくはないとの意見である。
さていよいよ衆議一決の暁は、総代を選んで学長の所へ行く、また総長の所へ行く。
もっとも今夜中にそこまでは運ばないかもしれない。
また運ぶ必要もない。
そのへんは臨機応変である。","However, since there were three or four other comrades, it would be all right, but it would be more convenient to have more allies, even if only one, and Sanshiro was of the opinion that he should speak as little as possible.
When the decision was finally made, he would go to the president and then to the president's office.
But it might not be possible to carry the delegates that far tonight.
Nor is it necessary to carry them there.
It is a matter of flexibility.",0.17,0.0,0.0,0.17,0.67
"……
与次郎はすこぶる能弁である。
惜しいことにその能弁がつるつるしているので重みがない。
あるところへゆくと冗談をまじめに講義しているかと疑われる。
けれども本来が性質のいい運動だから、三四郎もだいたいのうえにおいて賛成の意を表した。","......
Yojiro is a very good Noh speech.
Unfortunately, his oratory is so smooth that it lacks weight.
In some places, one could be forgiven for thinking he was giving a serious lecture on a joke.
However, since it was by nature a good movement, Sanshiro agreed with most of it.",0.17,0.0,0.0,0.33,0.5
"ただその方法が少しく細工に落ちておもしろくないと言った。
その時与次郎は往来のまん中へ立ち留まった。
二人はちょうど森川町の神社の鳥居の前にいる。","He said that the method was a little too crafty and uninteresting.
At that moment, Yojiro stopped in the middle of the street.
They were right in front of the torii gate of a shrine in Morikawa.",0.0,0.0,0.0,0.5,0.5
"「細工に落ちるというが、ぼくのやる事は自然の手順が狂わないようにあらかじめ人力で装置するだけだ。自然にそむいた没分暁の事を企てるのとは質が違う。細工だってかまわん。細工が悪いのではない。悪い細工が悪いのだ」
三四郎はぐうの音も出なかった。
なんだか文句があるようだけれども、口へ出てこない。","I am not a ""fall guy,"" but what I do is to manually set up a device in advance so that the natural procedures will not go awry. It's different from planning to do something that goes against nature. I don't care if it's crafted. It's not the workmanship that is bad. It is the bad workmanship that is bad.
Sanshiro couldn't even respond to the question.
He seemed to have a complaint, but it was not coming out of his mouth.",0.0,0.14,0.14,0.29,0.43
"与次郎の言いぐさのうちで、自分がまだ考えていなかった部分だけがはっきり頭へ映っている。
三四郎はむしろそのほうに感服した。","He could clearly see in his mind's eye the part of Yojiro's speech that he had not yet thought of.
Sanshiro was rather impressed by that.",0.5,0.0,0.5,0.0,0.0
"「それもそうだ」とすこぶる曖昧な返事をして、また肩を並べて歩きだした。
正門をはいると、急に目の前が広くなる。
大きな建物が所々に黒く立っている。","I replied with a vague, ""That's true, too,"" and we started walking shoulder to shoulder again.
As we entered the main gate, the area in front of us suddenly became wide.
Large buildings stood black in places.",0.0,0.0,0.0,0.0,1.0
"その屋根がはっきり尽きる所から明らかな空になる。
星がおびただしく多い。","The sky is clear from where the roof clearly ends.
The stars are abundantly many.",0.0,0.0,0.0,0.33,0.67
"「美しい空だ」と三四郎が言った。
与次郎も空を見ながら、一間ばかり歩いた。
突然、","It's a beautiful sky,"" said Sanshiro.
Yojiro also looked at the sky, and walked for about a kilometer.
Suddenly",1.0,0.0,0.0,0.0,0.0
「おい、君」と三四郎を呼んだ。,"Hey, kun,"" called Sanshiro.",0.0,0.0,1.0,0.0,0.0
三四郎はまたさっきの話の続きかと思って「なんだ」と答えた。,"Sanshiro thought it was another continuation of the earlier conversation and replied, ""What is it?",0,0,0,0,0
"「君、こういう空を見てどんな感じを起こす」
与次郎に似合わぬことを言った。
無限とか永久とかいう持ち合わせの答はいくらでもあるが、そんなことを言うと与次郎に笑われると思って三四郎は黙っていた。","How do you feel when you see the sky like this?
This was not a question that suited Yojiro.
There were many possible answers, such as ""infinite"" or ""eternal,"" but Sanshiro kept quiet because he knew Yojiro would laugh at him if he said such a thing.",0.0,0.0,0.0,0.5,0.5
「つまらんなあ我々は。あしたから、こんな運動をするのはもうやめにしようかしら。偉大なる暗闇を書いてもなんの役にも立ちそうにもない」,We are so boring. I think I'll stop doing this kind of exercise after tomorrow. Writing about the great darkness is not going to help us.,0.5,0.0,0.0,0.5,0.0
「なぜ急にそんな事を言いだしたのか」,"Why did you suddenly start talking like that?""",0,0,0,0,0
"「この空を見ると、そういう考えになる。――君、女にほれたことがあるか」
三四郎は即答ができなかった。","When I look at this sky, that's what I think. --Have you ever been smitten by a woman?
Sanshiro could not give an immediate answer.",0.0,0.0,0.0,0.0,1.0
「女は恐ろしいものだよ」と与次郎が言った。,"Women can be terrifying,"" Yojiro said.",0,0,0,0,0
"「恐ろしいものだ、ぼくも知っている」と三四郎も言った。
すると与次郎が大きな声で笑いだした。
静かな夜の中でたいへん高く聞こえる。","It's a terrible thing, I know it too,"" said Sanshiro.
Then Yojiro started laughing loudly.
It sounded very high in the quiet night.",0.0,0.0,0.0,0.33,0.67
"「知りもしないくせに。知りもしないくせに」
三四郎は憮然としていた。","You don't even know. You don't know. You don't know.""
Sanshiro was discouraged.",0.0,0.0,0.0,0.67,0.33
"「あすもよい天気だ。運動会はしあわせだ。きれいな女がたくさん来る。ぜひ見にくるがいい」
暗い中を二人は学生集会所の前まで来た。
中には電燈が輝いている。","It's going to be a beautiful day tomorrow, too. A field day makes me happy. Many beautiful women will be there. You should come and see them.
In the dark, they came to the front of the student meeting hall.
Inside, an electric light was shining.",0.56,0.0,0.11,0.22,0.11
"木造の廊下を回って、部屋へはいると、そうそう来た者は、もうかたまっている。
そのかたまりが大きいのと小さいのと合わせて三つほどある。
なかには無言で備え付けの雑誌や新聞を見ながら、わざと列を離れているのもある。
話は方々に聞こえる。
話の数はかたまりの数より多いように思われる。","When I went around the wooden corridor and entered the room, I found that all the visitors had already gathered there.
There were about three clusters of them, some large and some small.
Some of them were silent, looking at the magazines and newspapers provided, deliberately staying away from the line.
Talks can be heard from all over the place.
The number of conversations seems to be greater than the number of clusters.",0.0,0.29,0.0,0.0,0.71
"しかしわりあいにおちついて静かである。
煙草の煙のほうが猛烈に立ち上る。
そのうちだんだん寄って来る。
黒い影が闇の中から吹きさらしの廊下の上へ、ぽつりと現われると、それが一人一人に明るくなって、部屋の中へはいって来る。
時には五、六人続けて、明るくなることもある。","The room is quiet and calm.
The smoke from the cigarettes was more intense.
The black shadow appeared out of the darkness and above the exposed corridor.
Black shadows would appear out of the darkness and onto the exposed corridor, and then one by one they would brighten and enter the room.
Sometimes five or six of them would light up in succession.",0.12,0.12,0.0,0.5,0.25
"が、やがて人数はほぼそろった。
与次郎は、さっきから、煙草の煙の中を、しきりにあちこちと往来していた。
行く所で何か小声に話している。
三四郎は、そろそろ運動を始めたなと思ってながめていた。
しばらくすると幹事が大きな声で、みんなに席へ着けと言う。","But soon the number of people was almost all there.
Yojiro had been pacing back and forth through the smoke from his cigarettes.
He was whispering everywhere he went.
Sanshiro watched him, thinking that it was about time he started exercising.
After a while, the secretary loudly told everyone to take their seats.",0.0,0.17,0.33,0.33,0.17
